word,similarity
cancer,0.09771169160738763
education,0.09730272617498398
infrastructure,0.10039354810036427
isis,0.0987884939682886
kurd,0.10028528304466487
service,0.11142775844234082
terrorism,0.09542686497397325
usmca,0.09341865433649767
veteran,0.09712134377420678
