word,similarity
cancer,0.8403867483139038
education,0.7589260935783386
infrastructure,0.7814345359802246
isis,0.7543854713439941
kurd,0.8209589719772339
service,0.7402908802032471
terrorism,0.788817286491394
veteran,0.676855742931366
