tweet_id,text,created,retweet,user_id
1190038962376720384,"That didn’t take long. After a vote to make the impeachment inquiry “open and transparent” today (H. Res. 660), I l… https://t.co/KSdHkYsJUG",2019-10-31 22:52:53,False,1090328229548826627
1189921234592636928,Looking forward to showing @RepMarkGreen around #FL15 next week &amp; introducing him to some outstanding veterans in o… https://t.co/BfjLg1aInV,2019-10-31 15:05:04,False,1090328229548826627
1189909515032055808,"A yes vote on this resolution gives a stamp of approval to a process that has been damaged beyond repair. 

Watch m… https://t.co/oJDnQrqmIN",2019-10-31 14:18:30,False,1090328229548826627
1189896903640723456,"The House will vote on a resolution that will formalize the #ImpeachmentInquiry into @realDonaldTrump.
But, the dam… https://t.co/h7IgwN53BP",2019-10-31 13:28:23,False,1090328229548826627
1189627626484310022,"My DC team and I were happy to help @the_USO this afternoon! In total,  2000 care packages were assembled for our d… https://t.co/deRlGlWzKN",2019-10-30 19:38:23,False,1090328229548826627
1189626551782039552,Thank you @KellieMeyerNews for interviewing me today! Look out for my interview about the Boeing 737 MAX hearing on… https://t.co/M4TLVRpBLR,2019-10-30 19:34:06,False,1090328229548826627
1189582676786929667,I just stepped out of the House T&amp;I Committee hearing regarding the Boeing 737 MAX for a brief moment. You can watc… https://t.co/Hp7ytMm4RH,2019-10-30 16:39:46,False,1090328229548826627
1191162158832332800,Just a reminder that my 21-county town hall tour continues on Wednesday night at Historic Hormel House in Austin. T… https://t.co/NTJZGNYgAN,2019-11-04 01:16:04,False,1083474782602125318
1190389644199895040,Finishing the Highway 14 Corridor Project is a top priority for #MN01. As I continue working to secure @USDOT fundi… https://t.co/vuNuqoh43u,2019-11-01 22:06:22,False,1083474782602125318
1189953895986028545,"Today, I voted against the Democrats’ charade to try to validate their partisan impeachment exercise. Dems should j… https://t.co/cK6VVSknCS",2019-10-31 17:14:51,False,1083474782602125318
1189648528827731968,Had a productive discussion with MN resident Andrew Parker and others from @AIPAC yesterday about a wide range of n… https://t.co/dKi6pXH46Y,2019-10-30 21:01:26,False,1083474782602125318
1189637754440814592,Thank you to Rochester business owner John Wooden of River Valley Power &amp; Sport for testifying this morning before… https://t.co/QKQupYjbwM,2019-10-30 20:18:37,False,1083474782602125318
1190357202181218304,"I’m proud to announce nearly $997,000 over the next 4 yrs to help @WRDuPageAurora provide financial literacy progra… https://t.co/pthbmRec4L",2019-11-01 19:57:27,False,1083472286089396224
1190290272137158656,Open enrollment starts today! Now is the time to find health insurance for next year. Whether this is your first ti… https://t.co/XluUpKKEc1,2019-11-01 15:31:30,False,1083472286089396224
1189996318602747906,"In order to successfully combat the #ClimateCrisis, we need to deploy new technologies and practices across every s… https://t.co/NiA8hBOsFu",2019-10-31 20:03:26,False,1083472286089396224
1189962286619910145,"Today, I voted to formalize the impeachment inquiry process and start the public investigation into the President.… https://t.co/trwy2y3wuw",2019-10-31 17:48:12,False,1083472286089396224
1189939021646041088,GOOD NEWS: My amendment to heighten environmental standards for the Export-Import Bank was included into the Bank’s… https://t.co/sQ1Zyu9x6i,2019-10-31 16:15:45,False,1083472286089396224
1189924909721489409,"Happy Halloween to all #IL06 residents! Please stay safe and warm this evening, given the cold weather. If you go t… https://t.co/jJrckiDizo",2019-10-31 15:19:40,False,1083472286089396224
1189593282067730432,"#ICYMI: On November 3rd in Wheaton, I will be holding a ceremony to honor and thank Vietnam era Veterans and their… https://t.co/ANFC4bBHgb",2019-10-30 17:21:54,False,1083472286089396224
1189554407840604160,"I’m happy to announce that my new District office at 800 Roosevelt Road, Building C, Suite 210 in Glen Ellyn is off… https://t.co/gPYZZTv5iw",2019-10-30 14:47:26,False,1083472286089396224
1190299917954289670,ATTN: Due to a car accident nearby our district office is currently without electricity. If you are trying to conta… https://t.co/7uIBVFU0Ut,2019-11-01 16:09:49,False,1083469084648505344
1189642711151845379,"Today at the @HouseAgDems Hearing Reviewing the State of Organic Agriculture - Producer Perspectives, I spoke about… https://t.co/Nw4YSMrjbZ",2019-10-30 20:38:19,False,1083469084648505344
1191014671702274048,No one likes changing the clock. That's why I'm supporting a bill that makes daylight saving time year-round. https://t.co/EvXhEsoBDD,2019-11-03 15:30:00,False,1083125649609506816
1189934696202932226,My statement on House Resolution 660: https://t.co/JPIGKW1Hfn,2019-10-31 15:58:34,False,1083125649609506816
1190414999312830465,Let’s connect about what issues are concerning you and work you would like to see get done in Washington DC #ok5 https://t.co/L2zKTcU3uj,2019-11-01 23:47:07,False,1083019402046513152
1189964151805874176,"Fifty years ago today, Civil Rights leader Clara Luper led a march of 1500 people from northeast Oklahoma City to C… https://t.co/U406ZfBBbi",2019-10-31 17:55:36,False,1083019402046513152
1189916653041135616,"Today’s resolution ensures transparency, due process, and includes more protections for the president than any othe… https://t.co/A9mvCtQSkC",2019-10-31 14:46:52,False,1083019402046513152
1189882037437706240,"After much thought and consideration, I have made the decision to vote for the House Inquiry Resolution.  This is n… https://t.co/bB3oTHnmOe",2019-10-31 12:29:19,False,1083019402046513152
1189559370562097152,Great to spend time at the @NASA Leadership Conference talking about my work as the Space and Aeronautics Subcommit… https://t.co/DVqd1O5KVr,2019-10-30 15:07:09,False,1083019402046513152
1191035258499670018,"Happy Birthday to Stephen F. Austin! 

#Texas",2019-11-03 16:51:48,False,1082790600292925440
1190346015150350336,"""The longtime Kerrville resident was traveling Wednesday to Nepal, where she will spend two weeks trekking to the b… https://t.co/2o4x5dPknG",2019-11-01 19:13:00,False,1082790600292925440
1190305817964228610,"#StateOfOurBorder
#MuyMal
#EndBorderCrisisNow 

https://t.co/kpYUOQ312V",2019-11-01 16:33:16,False,1082790600292925440
1190291334332063745,"America is prospering. 

- 128,000 jobs added in October 

- 3.6 percent unemployment, a 0.1 percent increase from… https://t.co/3RYyh7LXZW",2019-11-01 15:35:43,False,1082790600292925440
1190262720567881729,".@ewarren released her $52 trillion #MedicareForAll package. 

Don't worry, she promises she won't raise taxes. How… https://t.co/cyL3FVOhXD",2019-11-01 13:42:01,False,1082790600292925440
1190249776731820033,"#TX21 #FightOn 

https://t.co/vJ12YOdJ5a",2019-11-01 12:50:35,False,1082790600292925440
1190247584620785670,"LATEST Op-Ed: #Republicans Must Unite Around Healthcare Freedom 

#HealthCare4U 

https://t.co/yC8Z02tIq2",2019-11-01 12:41:52,False,1082790600292925440
1190054218364850186,Happy #halloween2019 to the good folks of #TX21! Some of our own stopped by on this spookiest of holidays. https://t.co/QM9g02jjwB,2019-10-31 23:53:30,False,1082790600292925440
1189975936688672768,"#StateOfOurBorder
#EndBorderCrisisNow

https://t.co/FaWRJMmSwW",2019-10-31 18:42:26,False,1082790600292925440
1189947021899243520,"#TX21 #Hero 

https://t.co/ha0keocBb9",2019-10-31 16:47:32,False,1082790600292925440
1189625350789185537,"My statement on #TX21 native Master Sgt. Matthew Williams receiving the #MedalOfHonor today at @WhiteHouse. 

Willi… https://t.co/KPaa5bhL9w",2019-10-30 19:29:20,False,1082790600292925440
1189585111521599488,"Congratulations to #TX21 native Master Sgt. Matthew Williams!

@realDonaldTrump will present Master Sgt. Williams w… https://t.co/927I5dyNuD",2019-10-30 16:49:26,False,1082790600292925440
1189581880724721665,#HillCountry #TX21 #Texas https://t.co/yCykKTgLxJ,2019-10-30 16:36:36,False,1082790600292925440
