word,relative_similarity
cancer,0.09804524893629839
education,0.09837827380469838
infrastructure,0.1028127663757872
isis,0.09362301367748375
kurd,0.10045181084112834
robocall,0.10355350872003113
service,0.1129661092272975
terrorism,0.09442209598059834
usmca,0.0897406505614759
veteran,0.1012329407409407
